"location","pollster","partisan","polldate","samplesize","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","rightcall","candidate","percent","type"
"MD","Public Policy Polling","",2016-04-16,310,14,2016-04-26,54.1,23.22,30.88,16.88,1,"kasich",29,"rep"
"NY","Emerson College","",2016-04-16,361,34,2016-04-19,59.55,24.82,34.73,0.73,1,"kasich",21,"rep"
"DE","Gravis Marketing","",2016-04-18,1038,37,2016-04-26,60.77,20.35,40.42,3.42,1,"kasich",18,"rep"
"PA","Marist College","",2016-04-19,571,18,2016-04-26,56.72,21.65,35.07,17.07,1,"kasich",NA,"rep"
"IN","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-20,602,8,2016-05-03,53.26,36.64,16.62,8.62,1,"kasich",NA,"rep"
"IN","Indiana University-Purdue University Fort Wayne","",2016-04-20,400,-15.8,2016-05-03,53.26,36.64,16.62,32.42,0,"kasich",NA,"rep"
"IN","Public Opinion Strategies","",2016-04-20,507,6,2016-05-03,53.26,36.64,16.62,10.62,1,"kasich",NA,"rep"
"RI","Brown University","",2016-04-20,164,12.2,2016-04-26,63.66,24.29,39.37,27.17,1,"kasich",25.3,"rep"
"IN","YouGov","",2016-04-21,439,5,2016-05-03,53.26,36.64,16.62,11.62,1,"kasich",NA,"rep"
"MD","Gravis Marketing","",2016-04-21,759,29,2016-04-26,54.1,23.22,30.88,1.88,1,"kasich",24,"rep"
"PA","YouGov","",2016-04-21,934,23,2016-04-26,56.72,21.65,35.07,12.07,1,"kasich",NA,"rep"
"CT","Public Policy Polling","",2016-04-23,512,34,2016-04-26,57.87,28.36,29.51,4.49,1,"kasich",25,"rep"
"MD","American Research Group","",2016-04-23,400,34,2016-04-26,54.1,23.22,30.88,3.12,1,"kasich",21,"rep"
"PA","American Research Group","",2016-04-23,400,27,2016-04-26,56.72,21.65,35.07,8.07,1,"kasich",NA,"rep"
"PA","Public Policy Polling","",2016-04-23,826,26,2016-04-26,56.72,21.65,35.07,9.07,1,"kasich",NA,"rep"
"RI","Public Policy Polling","",2016-04-23,511,38,2016-04-26,63.66,24.29,39.37,1.37,1,"kasich",23,"rep"
"CT","Gravis Marketing","",2016-04-24,964,27,2016-04-26,57.87,28.36,29.51,2.51,1,"kasich",27,"rep"
"PA","Opinion Savvy/InsiderAdvantage","",2016-04-24,1050,19.7,2016-04-26,56.72,21.65,35.07,15.37,1,"kasich",NA,"rep"
"RI","Gravis Marketing","",2016-04-24,566,37,2016-04-26,63.66,24.29,39.37,2.37,1,"kasich",21,"rep"
"IN","Clout Research/Wenzel Strategies","",2016-04-27,423,1.9,2016-05-03,53.26,36.64,16.62,14.72,1,"kasich",NA,"rep"
"IN","Marist College","",2016-04-27,645,15,2016-05-03,53.26,36.64,16.62,1.62,1,"kasich",NA,"rep"
"IN","American Research Group","",2016-04-28,400,9,2016-05-03,53.26,36.64,16.62,7.62,1,"kasich",NA,"rep"
"IN","Gravis Marketing","",2016-04-29,379,17,2016-05-03,53.26,36.64,16.62,0.38,1,"kasich",NA,"rep"
"IA","Gravis Marketing","",2016-01-12,422,-6,2016-02-01,27.64,24.3,3.34,9.34,0,"cruz",28,"rep"
"IA","Iowa State University","",2016-01-14,283,6.9,2016-02-01,27.64,24.3,3.34,3.56,1,"cruz",25.8,"rep"
"IA","Loras College","",2016-01-16,500,-1,2016-02-01,27.64,24.3,3.34,4.34,0,"cruz",25,"rep"
"IA","CNN/Opinion Research Corp.","",2016-01-18,266,-11,2016-02-01,27.64,24.3,3.34,14.34,0,"cruz",26,"rep"
"IA","Douglas Fulmer & Associates","",2016-01-19,687,2,2016-02-01,27.64,24.3,3.34,1.34,1,"cruz",27,"rep"
"IA","Emerson College","",2016-01-19,271,-10,2016-02-01,27.64,24.3,3.34,13.34,0,"cruz",23,"rep"
"IA","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-01-20,378,-11,2016-02-01,27.64,24.3,3.34,14.34,0,"cruz",23,"rep"
"IA","YouGov","",2016-01-20,492,-5,2016-02-01,27.64,24.3,3.34,8.34,0,"cruz",34,"rep"
"IA","Quinnipiac University","",2016-01-21,651,-2,2016-02-01,27.64,24.3,3.34,5.34,0,"cruz",29,"rep"
"IA","American Research Group","",2016-01-23,400,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"cruz",26,"rep"
"IA","Marist College","",2016-01-25,450,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"cruz",25,"rep"
"IA","Monmouth University","",2016-01-25,500,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"cruz",23,"rep"
"IA","Gravis Marketing","",2016-01-27,724,-4,2016-02-01,27.64,24.3,3.34,7.34,0,"cruz",27,"rep"
"IA","Public Policy Polling","",2016-01-27,780,-8,2016-02-01,27.64,24.3,3.34,11.34,0,"cruz",23,"rep"
"IA","Quinnipiac University","",2016-01-28,890,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"cruz",24,"rep"
"IA","Selzer & Company","",2016-01-28,602,-5,2016-02-01,27.64,24.3,3.34,8.34,0,"cruz",23,"rep"
"IA","Overtime Politics","",2016-01-29,416,-9,2016-02-01,27.64,24.3,3.34,12.34,0,"cruz",25,"rep"
"IA","Emerson College","",2016-01-30,298,-1,2016-02-01,27.64,24.3,3.34,4.34,0,"cruz",26,"rep"
"IA","Opinion Savvy/InsiderAdvantage","",2016-01-30,887,-0.7,2016-02-01,27.64,24.3,3.34,4.04,0,"cruz",19.4,"rep"
"NH","Harper Polling","",2016-02-02,425,19,2016-02-09,35.23,15.71,19.52,0.52,1,"cruz",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-02,487,29,2016-02-09,35.23,15.71,19.52,9.48,1,"cruz",NA,"rep"
"NH","Gravis Marketing","",2016-02-03,871,16,2016-02-09,35.23,15.71,19.52,3.52,1,"cruz",NA,"rep"
"NH","Marist College","",2016-02-03,653,20,2016-02-09,35.23,15.71,19.52,0.48,1,"cruz",NA,"rep"
"NH","MassINC Polling Group","",2016-02-03,410,20,2016-02-09,35.23,15.71,19.52,0.48,1,"cruz",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-03,500,26,2016-02-09,35.23,15.71,19.52,6.48,1,"cruz",NA,"rep"
"NH","University of New Hampshire","",2016-02-03,287,15,2016-02-09,35.23,15.71,19.52,4.52,1,"cruz",NA,"rep"
"NH","American Research Group","",2016-02-04,420,22,2016-02-09,35.23,15.71,19.52,2.48,1,"cruz",NA,"rep"
"NH","Franklin Pierce University","",2016-02-04,433,20,2016-02-09,35.23,15.71,19.52,0.48,1,"cruz",NA,"rep"
"NH","Suffolk University","",2016-02-04,500,15.8,2016-02-09,35.23,15.71,19.52,3.72,1,"cruz",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-04,501,25,2016-02-09,35.23,15.71,19.52,5.48,1,"cruz",NA,"rep"
"NH","Monmouth University","",2016-02-05,508,16,2016-02-09,35.23,15.71,19.52,3.52,1,"cruz",NA,"rep"
"NH","University of New Hampshire","",2016-02-05,362,22,2016-02-09,35.23,15.71,19.52,2.48,1,"cruz",NA,"rep"
"NH","American Research Group","",2016-02-06,422,14,2016-02-09,35.23,15.71,19.52,5.52,1,"cruz",NA,"rep"
"NH","Emerson College","",2016-02-06,686,18,2016-02-09,35.23,15.71,19.52,1.52,1,"cruz",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-06,464,24,2016-02-09,35.23,15.71,19.52,4.48,1,"cruz",NA,"rep"
"NH","University of New Hampshire","",2016-02-06,362,21,2016-02-09,35.23,15.71,19.52,1.48,1,"cruz",NA,"rep"
"NH","Gravis Marketing","",2016-02-07,705,11,2016-02-09,35.23,15.71,19.52,8.52,1,"cruz",NA,"rep"
"NH","Overtime Politics","",2016-02-07,401,15,2016-02-09,35.23,15.71,19.52,4.52,1,"cruz",NA,"rep"
"NH","American Research Group","",2016-02-08,418,16,2016-02-09,35.23,15.71,19.52,3.52,1,"cruz",NA,"rep"
"AL","Master Image","",2016-02-10,1840,23,2016-03-01,43.42,21.09,22.33,0.67,1,"cruz",13,"rep"
"MA","Overtime Politics","",2016-02-10,403,34,2016-03-01,49.1,17.99,31.11,2.89,1,"cruz",NA,"rep"
"VT","Castleton University","",2016-02-10,115,19.1,2016-03-01,32.52,30.17,2.35,16.75,1,"cruz",NA,"rep"
"SC","Opinion Savvy/InsiderAdvantage","",2016-02-11,779,21,2016-02-20,32.39,22.4,9.99,11.01,1,"cruz",NA,"rep"
"SC","YouGov","",2016-02-11,744,27,2016-02-20,32.39,22.4,9.99,17.01,1,"cruz",NA,"rep"
"SC","Gravis Marketing","",2016-02-12,1281,18,2016-02-20,32.39,22.4,9.99,8.01,1,"cruz",NA,"rep"
"SC","Trafalgar Group","",2016-02-12,1200,22,2016-02-20,32.39,22.4,9.99,12.01,1,"cruz",NA,"rep"
"NV","CNN/Opinion Research Corp.","",2016-02-13,245,26,2016-02-23,45.91,23.85,22.06,3.94,1,"cruz",NA,"rep"
"SC","American Research Group","",2016-02-13,400,21,2016-02-20,32.39,22.4,9.99,11.01,1,"cruz",NA,"rep"
"SC","CNN/Opinion Research Corp.","",2016-02-13,404,24,2016-02-20,32.39,22.4,9.99,14.01,1,"cruz",NA,"rep"
"VA","Overtime Politics","",2016-02-13,425,14,2016-03-01,34.8,31.98,2.82,11.18,1,"cruz",NA,"rep"
"SC","Trafalgar Group","",2016-02-14,1300,18.63,2016-02-20,32.39,22.4,9.99,8.64,1,"cruz",NA,"rep"
"NV","Gravis Marketing","",2016-02-15,687,20,2016-02-23,45.91,23.85,22.06,2.06,1,"cruz",NA,"rep"
"SC","American Research Group","",2016-02-15,400,17,2016-02-20,32.39,22.4,9.99,7.01,1,"cruz",NA,"rep"
"SC","Monmouth University","",2016-02-15,400,18,2016-02-20,32.39,22.4,9.99,8.01,1,"cruz",NA,"rep"
"SC","Public Policy Polling","",2016-02-15,897,17,2016-02-20,32.39,22.4,9.99,7.01,1,"cruz",NA,"rep"
"SC","Trafalgar Group","",2016-02-15,1700,18.74,2016-02-20,32.39,22.4,9.99,8.75,1,"cruz",NA,"rep"
"SC","Emerson College","",2016-02-16,375,14,2016-02-20,32.39,22.4,9.99,4.01,1,"cruz",NA,"rep"
"SC","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-02-16,759,17,2016-02-20,32.39,22.4,9.99,7.01,1,"cruz",NA,"rep"
"SC","Marist College","",2016-02-16,722,13,2016-02-20,32.39,22.4,9.99,3.01,1,"cruz",NA,"rep"
"SC","Trafalgar Group","",2016-02-16,2400,18.92,2016-02-20,32.39,22.4,9.99,8.93,1,"cruz",NA,"rep"
"TX","YouGov","",2016-02-16,407,8,2016-03-01,43.76,26.75,17.01,9.01,1,"cruz",37,"rep"
"SC","Emerson College","",2016-02-17,418,17,2016-02-20,32.39,22.4,9.99,7.01,1,"cruz",NA,"rep"
"SC","Harper Polling","",2016-02-17,599,14,2016-02-20,32.39,22.4,9.99,4.01,1,"cruz",NA,"rep"
"SC","Trafalgar Group","",2016-02-17,5800,18.53,2016-02-20,32.39,22.4,9.99,8.54,1,"cruz",NA,"rep"
"TX","University of Houston","",2016-02-17,415,15,2016-03-01,43.76,26.75,17.01,2.01,1,"cruz",35,"rep"
"SC","American Research Group","",2016-02-18,401,12,2016-02-20,32.39,22.4,9.99,2.01,1,"cruz",NA,"rep"
"SC","Overtime Politics","",2016-02-18,425,6,2016-02-20,32.39,22.4,9.99,3.99,1,"cruz",NA,"rep"
"MA","Emerson College","",2016-02-20,289,37,2016-03-01,49.1,17.99,31.11,5.89,1,"cruz",NA,"rep"
"MI","American Research Group","",2016-02-20,400,23,2016-03-08,36.47,24.85,11.62,11.38,1,"cruz",12,"rep"
"VA","Roanoke College","",2016-02-20,466,25,2016-03-01,34.8,31.98,2.82,22.18,1,"cruz",NA,"rep"
"GA","Landmark Communications","",2016-02-21,500,9,2016-03-01,38.81,24.45,14.36,5.36,1,"cruz",NA,"rep"
"GA","Marist College","",2016-02-21,543,7,2016-03-01,38.81,24.45,14.36,7.36,1,"cruz",NA,"rep"
"TX","Marist College","",2016-02-21,537,13,2016-03-01,43.76,26.75,17.01,4.01,1,"cruz",39,"rep"
"AK","Overtime Politics","",2016-02-22,318,-14,2016-03-01,36.38,33.64,2.74,16.74,0,"cruz",27,"rep"
"MA","MassINC Polling Group","",2016-02-22,386,21,2016-03-01,49.1,17.99,31.11,10.11,1,"cruz",NA,"rep"
"MA","YouGov","",2016-02-22,292,36,2016-03-01,49.1,17.99,31.11,4.89,1,"cruz",NA,"rep"
"TX","Dixie Strategies","",2016-02-22,725,8.41,2016-03-01,43.76,26.75,17.01,8.6,1,"cruz",33.24,"rep"
"TX","Emerson College","",2016-02-22,446,1,2016-03-01,43.76,26.75,17.01,16.01,1,"cruz",29,"rep"
"TX","SurveyUSA","",2016-02-22,645,0,2016-03-01,43.76,26.75,17.01,17.01,0.5,"cruz",32,"rep"
"FL","Quinnipiac University","",2016-02-23,705,16,2016-03-15,45.72,27.04,18.68,2.68,1,"cruz",NA,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-23,745,12,2016-03-01,38.81,24.45,14.36,2.36,1,"cruz",NA,"rep"
"GA","ResearchNow","",2016-02-23,400,23,2016-03-01,38.81,24.45,14.36,8.64,1,"cruz",NA,"rep"
"GA","SurveyUSA","",2016-02-23,684,26,2016-03-01,38.81,24.45,14.36,11.64,1,"cruz",NA,"rep"
"KS","Fort Hays State University","",2016-02-23,212,-12,2016-03-05,47.5,23.35,24.15,36.15,0,"cruz",14,"rep"
"MI","Mitchell Research & Communications","",2016-02-23,459,25,2016-03-08,36.47,24.85,11.62,13.38,1,"cruz",16,"rep"
"MI","Target Insyght","",2016-02-23,400,27,2016-03-08,36.47,24.85,11.62,15.38,1,"cruz",14,"rep"
"OK","Cole Hargrave Snodgrass & Associates","",2016-02-23,400,-9,2016-03-01,34.37,28.32,6.05,15.05,0,"cruz",20,"rep"
"TX","Monmouth University","",2016-02-23,456,15,2016-03-01,43.76,26.75,17.01,2.01,1,"cruz",38,"rep"
"VA","Monmouth University","",2016-02-23,421,14,2016-03-01,34.8,31.98,2.82,11.18,1,"cruz",NA,"rep"
"AL","Master Image","",2016-02-24,1556,24,2016-03-01,43.42,21.09,22.33,1.67,1,"cruz",12,"rep"
"FL","Gravis Marketing","",2016-02-24,751,20,2016-03-15,45.72,27.04,18.68,1.32,1,"cruz",NA,"rep"
"FL","Tel Opinion Research","",2016-02-24,600,7,2016-03-15,45.72,27.04,18.68,11.68,1,"cruz",NA,"rep"
"GA","YouGov","",2016-02-24,493,18,2016-03-01,38.81,24.45,14.36,3.64,1,"cruz",NA,"rep"
"IL","We Ask America","",2016-02-24,1311,22.57,2016-03-15,38.8,30.23,8.57,14,1,"cruz",15.87,"rep"
"KY","Western Kentucky University","",2016-02-24,532,20,2016-03-05,35.92,31.57,4.35,15.65,1,"cruz",15,"rep"
"OK","SoonerPoll.com","",2016-02-24,540,-16,2016-03-01,34.37,28.32,6.05,22.05,0,"cruz",18,"rep"
"TN","Marist College","",2016-02-24,665,18,2016-03-01,38.94,24.71,14.23,3.77,1,"cruz",22,"rep"
"TX","Crosswind Media & Public Relations","",2016-02-24,620,12,2016-03-01,43.76,26.75,17.01,5.01,1,"cruz",38,"rep"
"TX","YouGov","",2016-02-24,796,11,2016-03-01,43.76,26.75,17.01,6.01,1,"cruz",42,"rep"
"VA","YouGov","",2016-02-24,481,13,2016-03-01,34.8,31.98,2.82,10.18,1,"cruz",NA,"rep"
"FL","Public Policy Polling","",2016-02-25,464,20,2016-03-15,45.72,27.04,18.68,1.32,1,"cruz",NA,"rep"
"MA","Suffolk University","",2016-02-25,500,26,2016-03-01,49.1,17.99,31.11,5.11,1,"cruz",NA,"rep"
"MI","Marketing Resource Group (MRG)","",2016-02-25,217,15,2016-03-08,36.47,24.85,11.62,3.38,1,"cruz",18,"rep"
"AL","Opinion Savvy/InsiderAdvantage","",2016-02-26,460,19.6,2016-03-01,43.42,21.09,22.33,2.73,1,"cruz",16.2,"rep"
"AL","SurveyMonkey","",2016-02-26,741,29,2016-03-01,43.42,21.09,22.33,6.67,1,"cruz",18,"rep"
"AR","SurveyMonkey","",2016-02-26,542,7,2016-03-01,32.79,30.5,2.29,4.71,1,"cruz",27,"rep"
"GA","SurveyMonkey","",2016-02-26,1171,19,2016-03-01,38.81,24.45,14.36,4.64,1,"cruz",NA,"rep"
"OK","SurveyMonkey","",2016-02-26,636,-15,2016-03-01,34.37,28.32,6.05,21.05,0,"cruz",19,"rep"
"TN","SurveyMonkey","",2016-02-26,772,33,2016-03-01,38.94,24.71,14.23,18.77,1,"cruz",15,"rep"
"TX","SurveyMonkey","",2016-02-26,613,2,2016-03-01,43.76,26.75,17.01,15.01,1,"cruz",33,"rep"
"VA","SurveyMonkey","",2016-02-26,848,10,2016-03-01,34.8,31.98,2.82,7.18,1,"cruz",NA,"rep"
"AL","Monmouth University","",2016-02-27,450,26,2016-03-01,43.42,21.09,22.33,3.67,1,"cruz",16,"rep"
"GA","Trafalgar Group","",2016-02-27,1350,15.06,2016-03-01,38.81,24.45,14.36,0.7,1,"cruz",NA,"rep"
"MA","Emerson College","",2016-02-27,408,37.1,2016-03-01,49.1,17.99,31.11,5.99,1,"cruz",NA,"rep"
"OK","Monmouth University","",2016-02-27,403,-12,2016-03-01,34.37,28.32,6.05,18.05,0,"cruz",23,"rep"
"TX","American Research Group","",2016-02-27,400,1,2016-03-01,43.76,26.75,17.01,16.01,1,"cruz",33,"rep"
"TX","Emerson College","",2016-02-27,449,3.7,2016-03-01,43.76,26.75,17.01,13.31,1,"cruz",35.4,"rep"
"GA","Landmark Communications","",2016-02-28,1400,18.9,2016-03-01,38.81,24.45,14.36,4.54,1,"cruz",NA,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-28,710,10,2016-03-01,38.81,24.45,14.36,4.36,1,"cruz",NA,"rep"
"MI","EPIC-MRA","",2016-02-28,400,10,2016-03-08,36.47,24.85,11.62,1.62,1,"cruz",19,"rep"
"TX","Opinion Savvy/InsiderAdvantage","",2016-02-28,712,11,2016-03-01,43.76,26.75,17.01,6.01,1,"cruz",36,"rep"
"MS","Magellan Strategies","",2016-02-29,995,24,2016-03-08,47.24,36.12,11.12,12.88,1,"cruz",17,"rep"
"FL","Tarrance Group","R",2016-03-01,800,5,2016-03-15,45.72,27.04,18.68,13.68,1,"cruz",NA,"rep"
"LA","Magellan Strategies","",2016-03-01,609,20,2016-03-05,41.45,37.83,3.62,16.38,1,"cruz",21,"rep"
"MI","Mitchell Research & Communications","",2016-03-01,679,25,2016-03-08,36.47,24.85,11.62,13.38,1,"cruz",14,"rep"
"LA","Trafalgar Group","",2016-03-02,1509,18,2016-03-05,41.45,37.83,3.62,14.38,1,"cruz",26,"rep"
"LA","University of New Orleans","",2016-03-02,1874,12,2016-03-05,41.45,37.83,3.62,8.38,1,"cruz",26,"rep"
"MI","Marist College","",2016-03-02,482,19,2016-03-08,36.47,24.85,11.62,7.38,1,"cruz",22,"rep"
"MI","Mitchell Research & Communications","",2016-03-02,643,23,2016-03-08,36.47,24.85,11.62,11.38,1,"cruz",19,"rep"
"KS","Trafalgar Group","",2016-03-03,1060,-5.87,2016-03-05,47.5,23.35,24.15,30.02,0,"cruz",29.31,"rep"
"LA","Gravis Marketing","",2016-03-03,1356,17,2016-03-05,41.45,37.83,3.62,13.38,1,"cruz",31,"rep"
"MI","Trafalgar Group","",2016-03-03,1643,21.42,2016-03-08,36.47,24.85,11.62,9.8,1,"cruz",20.45,"rep"
"MI","YouGov","",2016-03-03,637,15,2016-03-08,36.47,24.85,11.62,3.38,1,"cruz",24,"rep"
"FL","CNN/Opinion Research Corp.","",2016-03-04,313,16,2016-03-15,45.72,27.04,18.68,2.68,1,"cruz",NA,"rep"
"FL","Tarrance Group","",2016-03-04,450,7,2016-03-15,45.72,27.04,18.68,11.68,1,"cruz",NA,"rep"
"IL","Research America Inc.","",2016-03-04,600,10,2016-03-15,38.8,30.23,8.57,1.43,1,"cruz",22,"rep"
"OH","CNN/Opinion Research Corp.","",2016-03-04,359,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"cruz",NA,"rep"
"FL","Monmouth University","",2016-03-05,403,8,2016-03-15,45.72,27.04,18.68,10.68,1,"cruz",NA,"rep"
"FL","Quinnipiac University","",2016-03-05,657,23,2016-03-15,45.72,27.04,18.68,4.32,1,"cruz",NA,"rep"
"FL","SurveyUSA","",2016-03-05,937,20,2016-03-15,45.72,27.04,18.68,1.32,1,"cruz",NA,"rep"
"FL","University of North Florida","",2016-03-05,752,12,2016-03-15,45.72,27.04,18.68,6.68,1,"cruz",NA,"rep"
"MI","American Research Group","",2016-03-05,400,16,2016-03-08,36.47,24.85,11.62,4.38,0,"cruz",15,"rep"
"MI","Monmouth University","",2016-03-05,402,13,2016-03-08,36.47,24.85,11.62,1.38,1,"cruz",23,"rep"
"NC","National Research, Inc.","",2016-03-05,500,6,2016-03-15,40.23,36.76,3.47,2.53,1,"cruz",26,"rep"
"OH","Public Policy Polling","",2016-03-05,638,-3,2016-03-15,46.95,35.87,11.08,14.08,0,"cruz",NA,"rep"
"OH","Quinnipiac University","",2016-03-05,685,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"cruz",NA,"rep"
"MI","Mitchell Research & Communications","",2016-03-06,663,23,2016-03-08,36.47,24.85,11.62,11.38,1,"cruz",19,"rep"
"MI","Trafalgar Group","",2016-03-06,1610,17.63,2016-03-08,36.47,24.85,11.62,6.01,1,"cruz",23.26,"rep"
"NC","SurveyUSA","",2016-03-06,688,14,2016-03-15,40.23,36.76,3.47,10.53,1,"cruz",27,"rep"
"FL","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,813,23,2016-03-15,45.72,27.04,18.68,4.32,1,"cruz",NA,"rep"
"FL","Marist College","",2016-03-07,511,21,2016-03-15,45.72,27.04,18.68,2.32,1,"cruz",NA,"rep"
"FL","Tel Opinion Research","",2016-03-07,631,6,2016-03-15,45.72,27.04,18.68,12.68,1,"cruz",NA,"rep"
"IL","Marist College","",2016-03-07,421,9,2016-03-15,38.8,30.23,8.57,0.43,1,"cruz",25,"rep"
"IL","We Ask America","",2016-03-07,1009,12.74,2016-03-15,38.8,30.23,8.57,4.17,1,"cruz",19.9,"rep"
"MI","Mitchell Research & Communications","",2016-03-07,472,23,2016-03-08,36.47,24.85,11.62,11.38,1,"cruz",18,"rep"
"MO","Fort Hays State University","",2016-03-07,208,7,2016-03-15,40.84,40.63,0.21,6.79,1,"cruz",29,"rep"
"OH","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,806,5,2016-03-15,46.95,35.87,11.08,6.08,1,"cruz",NA,"rep"
"OH","Marist College","",2016-03-07,564,6,2016-03-15,46.95,35.87,11.08,5.08,1,"cruz",NA,"rep"
"AZ","MBQF","",2016-03-08,751,14,2016-03-22,45.95,27.61,18.34,4.34,1,"cruz",23.3,"rep"
"FL","Mason-Dixon Polling & Research, Inc.","",2016-03-08,700,6,2016-03-15,45.72,27.04,18.68,12.68,1,"cruz",NA,"rep"
"FL","Public Policy Polling","",2016-03-08,904,10,2016-03-15,45.72,27.04,18.68,8.68,1,"cruz",NA,"rep"
"FL","Suffolk University","",2016-03-08,500,9,2016-03-15,45.72,27.04,18.68,9.68,1,"cruz",NA,"rep"
"AZ","Merrill Poll","",2016-03-09,300,12,2016-03-22,45.95,27.61,18.34,6.34,1,"cruz",19,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-09,590,19,2016-03-15,45.72,27.04,18.68,0.32,1,"cruz",NA,"rep"
"FL","Trafalgar Group","",2016-03-09,1280,19,2016-03-15,45.72,27.04,18.68,0.32,1,"cruz",NA,"rep"
"FL","Florida Atlantic University","",2016-03-10,852,23,2016-03-15,45.72,27.04,18.68,4.32,1,"cruz",NA,"rep"
"FL","YouGov","",2016-03-10,873,23,2016-03-15,45.72,27.04,18.68,4.32,1,"cruz",NA,"rep"
"IL","YouGov","",2016-03-10,770,4,2016-03-15,38.8,30.23,8.57,4.57,1,"cruz",34,"rep"
"NC","SurveyUSA","",2016-03-10,734,20,2016-03-15,40.23,36.76,3.47,16.53,1,"cruz",28,"rep"
"OH","YouGov","",2016-03-10,798,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"cruz",NA,"rep"
"FL","Quinnipiac University","",2016-03-11,615,24,2016-03-15,45.72,27.04,18.68,5.32,1,"cruz",NA,"rep"
"OH","Quinnipiac University","",2016-03-11,721,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"cruz",NA,"rep"
"FL","American Research Group","",2016-03-12,400,25,2016-03-15,45.72,27.04,18.68,6.32,1,"cruz",NA,"rep"
"FL","Monmouth University","",2016-03-12,405,17,2016-03-15,45.72,27.04,18.68,1.68,1,"cruz",NA,"rep"
"NC","Public Policy Polling","",2016-03-12,749,11,2016-03-15,40.23,36.76,3.47,7.53,1,"cruz",33,"rep"
"OH","Monmouth University","",2016-03-12,503,5,2016-03-15,46.95,35.87,11.08,6.08,1,"cruz",NA,"rep"
"UT","Dan Jones & Associates","",2016-03-12,215,29,2016-03-22,69.17,16.8,52.37,23.37,1,"cruz",42,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-13,787,18.1,2016-03-15,45.72,27.04,18.68,0.58,1,"cruz",NA,"rep"
"FL","Trafalgar Group","",2016-03-13,1500,20,2016-03-15,45.72,27.04,18.68,1.32,1,"cruz",NA,"rep"
"OH","American Research Group","",2016-03-13,400,6,2016-03-15,46.95,35.87,11.08,5.08,1,"cruz",NA,"rep"
"UT","Y2 Analytics","",2016-03-18,500,24,2016-03-22,69.17,16.8,52.37,28.37,1,"cruz",53,"rep"
"AZ","Opinion Savvy/InsiderAdvantage","",2016-03-20,607,12.5,2016-03-22,45.95,27.61,18.34,5.84,1,"cruz",33.3,"rep"
"WI","Basswood Research","",2016-03-20,500,4.8,2016-04-05,48.2,35.02,13.18,8.38,1,"cruz",36.2,"rep"
"WI","Emerson College","",2016-03-21,439,1,2016-04-05,48.2,35.02,13.18,12.18,1,"cruz",36,"rep"
"WI","Optimus","",2016-03-23,7117,-3.7,2016-04-05,48.2,35.02,13.18,16.88,0,"cruz",27.2,"rep"
"WI","Marquette University","",2016-03-26,471,9.2,2016-04-05,48.2,35.02,13.18,3.98,1,"cruz",39.6,"rep"
"WI","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-29,742,10,2016-04-05,48.2,35.02,13.18,3.18,1,"cruz",42,"rep"
"WI","Gravis Marketing","",2016-03-29,761,3,2016-04-05,48.2,35.02,13.18,10.18,1,"cruz",44,"rep"
"WI","Loras College","",2016-03-29,416,7,2016-04-05,48.2,35.02,13.18,6.18,1,"cruz",38,"rep"
"WI","Public Policy Polling","",2016-03-29,768,1,2016-04-05,48.2,35.02,13.18,12.18,1,"cruz",38,"rep"
"NY","YouGov","",2016-03-31,657,32,2016-04-19,59.55,24.82,34.73,2.73,1,"cruz",NA,"rep"
"WI","YouGov","",2016-03-31,675,6,2016-04-05,48.2,35.02,13.18,7.18,1,"cruz",43,"rep"
"WI","Emerson College","",2016-04-01,549,5,2016-04-05,48.2,35.02,13.18,8.18,1,"cruz",40,"rep"
"WI","American Research Group","",2016-04-02,400,-10,2016-04-05,48.2,35.02,13.18,23.18,0,"cruz",32,"rep"
"NY","Monmouth University","",2016-04-04,302,27,2016-04-19,59.55,24.82,34.73,7.73,1,"cruz",NA,"rep"
"NY","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,602,32,2016-04-19,59.55,24.82,34.73,2.73,1,"cruz",NA,"rep"
